Bedrooms,Price,Number_of_reviews,Reviews_per_month,Rating
1,110,2,0.19,4.5
1,34,73,0.95,4.76
1,85,481,4.79,4.82
2,84,280,2.7,4.75
1,25,214,2.63,4.34
3,170,239,2.78,4.21
1,42,25,0.33,4.42
2,277,70,1.09,4.76
3,136,99,0.94,4.79
1,212,74,0.92,4.62
1,315,75,0.74,4.56
2,134,168,2.56,4.99
4,393,68,1.02,4.31
3,142,94,1.24,4.71
1,158,151,1.21,4.8
3,144,371,4.02,4.77
2,368,224,2.5,4.84
2,280,65,0.61,4.63
3,164,299,2.98,4.7
1,137,83,0.72,4.63
1,115,500,4.81,4.92
1,60,46,0.61,4.72
4,90,86,1.15,4.64
3,403,76,1.17,4.13
5,229,137,1.72,4.75
2,132,222,2.68,4.69
2,180,191,2.23,4.71
1,89,378,3.36,4.88
3,357,152,2.17,4.81
3,150,336,3.47,4.69
3,91,7,0.08,4.83
1,159,396,5.58,4.64
3,181,141,1.51,4.81
1,25,17,0.41,4.82
3,53,2,0.03,5
1,90,110,1.08,4.42
3,344,63,0.99,4.33
5,448,265,2.59,4.45
2,85,5,0.07,5
1,28,238,2.42,4.75
3,245,124,1.36,4.72
1,48,61,0.78,4.62
2,140,74,0.54,4.34
1,19,152,1.22,4.66
2,457,3,0.04,4.67
1,40,189,2.16,4.43
1,167,114,1.72,4.65
1,3000,257,3.72,4.18
1,187,283,4.14,4.63
3,561,36,0.32,4.97
2,149,279,2.7,4.81
1,75,4,0.19,4.5
1,43,191,2.48,4.47
1,124,18,2.66,4.83
3,185,77,1.01,4.58
2,124,448,4.85,4.58
2,158,387,3.26,4.83
1,49,3,2.09,5
1,200,374,3.29,4.82
2,210,211,2.84,4.69
3,219,202,3.17,4.88
4,85,6,0.1,4.33
6,360,78,0.89,4.42
3,142,329,3.78,4.56
1,222,133,1.88,4.39
3,252,140,1.4,4.49
1,45,130,1.72,4.95
3,309,39,0.49,4.51
3,151,122,1.17,4.64
1,222,161,1.38,4.58
2,135,89,1.49,4.94
1,30,180,2.68,4.55
3,159,7,0.09,5
2,239,107,1.06,4.36
1,156,178,1.74,4.52
1,88,130,1.25,4.74
3,157,147,2.09,4.65
2,252,98,0.9,4.72
7,1300,1,0.03,4
2,140,96,0.85,4.88
1,25,141,1.73,4.41
1,25,41,0.55,4.55
1,127,100,1.13,4.49
1,66,12,0.14,4.45
2,44,9,0.12,4.25
2,177,104,1.11,4.63
2,98,100,0.89,4.73
2,302,121,1.6,4.57
3,285,2,0.03,5
1,40,45,0.45,4.73
3,434,18,0.18,4.67
3,678,74,0.98,4.91
2,264,53,0.61,4.92
1,31,9,0.15,4.33
3,184,171,1.98,4.89
1,299,68,0.67,4.63
1,133,90,1.22,4.59
3,255,66,0.57,4.47
1,117,432,3.84,4.6
2,225,5,0.06,5
4,394,59,0.78,4.71
4,354,94,1.38,4.62
5,613,67,0.79,4.82
1,50,44,0.44,4.6
3,181,220,2.7,4.75
1,120,1,1,5
2,119,315,3.76,4.9
3,88,8,0.14,4.88
3,300,121,1.38,4.89
2,400,21,0.33,4.43
2,140,60,0.44,4.53
1,145,116,1.21,4.57
2,99,92,0.91,4.53
1,66,9,0.12,4.67
2,100,252,2.38,4.79
1,58,11,0.14,4.27
1,35,169,2.53,4.92
3,150,33,0.4,4.74
1,47,208,2.79,4.71
1,159,3,0.03,5
4,356,45,0.5,4.71
1,55,277,3.06,4.88
2,163,105,1.55,4.57
2,141,31,0.29,4.75
4,254,30,0.34,4.07
2,139,60,0.53,4.77
1,18,8,0.08,4.71
1,50,21,0.27,4.68
2,100,162,1.61,4.92
2,277,4,0.1,4.25
1,59,11,0.33,4.45
2,276,259,2.49,4.93
3,155,191,1.54,4.61
4,214,107,1.03,4.37
1,69,72,0.82,4.47
2,99,11,0.16,4.73
1,42,37,0.46,4.78
2,131,407,3.61,4.75
1,34,14,0.22,4.43
1,55,266,3.58,4.98
2,115,166,1.98,4.77
2,257,94,1.09,4.74
1,50,48,0.37,4.78
1,40,355,3.45,4.89
1,75,139,1.54,4.22
3,227,78,0.77,4.65
2,186,464,4.89,4.86
1,229,135,1.64,4.41
2,130,154,1.39,4.9
2,269,11,0.18,4.36
4,95,2,0.16,3
2,81,191,1.87,4.56
2,150,210,1.63,4.65
2,228,3,0.05,4.33
1,42,249,3.37,4.56
5,199,191,1.65,4.53
3,163,163,2.1,4.75
1,43,3,0.24,4.33
2,223,19,0.42,3.74
1,212,54,1.02,4.7
4,120,25,0.29,4.72
2,48,8,0.12,4.13
2,187,169,2.06,4.78
3,201,196,1.95,4.61
4,392,57,0.79,4.86
2,264,133,1.7,4.49
3,399,82,1.23,4.68
2,182,15,0.23,4.33
4,291,59,0.58,4.38
2,174,69,1.53,4.51
3,343,72,0.79,4.33
1,25,1,0.02,0
1,44,140,2.07,4.49
2,265,179,1.78,4.68
2,55,291,4.38,4.95
4,295,256,2.89,4.68
1,36,92,0.68,4.9
1,45,67,1.03,4.86
4,63,1,0.01,4
1,90,131,1.29,4.61
2,55,25,0.31,4.83
3,260,179,1.76,4.59
1,25,20,0.25,4.9
1,34,32,0.39,4.58
1,31,12,0.16,4.33
3,124,60,0.73,4.33
1,27,1,0.02,4
1,35,366,3.66,4.6
3,146,88,0.8,4.81
4,458,61,0.67,4.39
6,484,319,3.2,4.79
3,243,34,0.52,4.44
1,35,42,0.57,4.43
2,88,4,0.06,4.75
3,330,133,1.62,4.8
1,100,44,0.59,4.43
3,181,145,1.38,4.71
2,209,619,5.26,4.86
1,170,132,1.66,4.54
2,130,12,0.12,4.5
1,200,43,0.57,4.12
1,43,160,1.71,4.43
3,100,125,1.15,4.59
3,144,149,1.73,4.74
2,173,61,0.55,4.29
3,153,255,2.44,4.82
2,145,292,2.95,4.79
1,121,53,0.44,4.62
2,250,114,1.08,4.82
1,34,370,3.56,4.89
3,675,3,0.05,4.67
2,129,2,0.03,3
1,67,3,0.06,5
1,43,34,0.33,4.82
1,50,22,0.27,4.32
1,165,24,0.38,4.92
3,169,277,2.8,4.89
3,120,128,1.33,4.66
1,61,88,1.02,4.55
2,97,431,3.87,4.74
3,180,322,3.25,4.68
1,37,343,3.36,4.8
6,359,107,0.95,4.58
2,32,1,0.02,5
2,156,85,0.93,4.69
1,39,259,3.15,4.75
2,193,283,2.53,4.74
2,64,5,0.07,3.33
2,199,31,0.3,4.31
2,171,200,1.98,4.59
1,18,57,0.58,4.06
5,872,52,0.67,4.57
2,156,115,1.64,4.58
3,326,45,1.05,4.51
2,196,186,1.89,4.42
3,330,3,0.06,4.67
2,50,8,0.11,4.75
2,262,15,0.17,4.67
5,586,10,0.11,4.9
1,203,57,0.76,4.91
8,1825,23,0.24,4.96
3,128,162,2.57,4.81
3,295,185,2.41,4.71
1,45,153,2.27,4.9
1,75,229,2.97,4.62
1,19,2,0.06,5
4,461,73,0.73,4.75
1,51,154,1.65,4.38
1,50,89,1.24,4.8
3,427,113,1.5,4.84
1,49,21,0.32,4.57
1,8999,119,1.36,4.55
1,500,1,0.02,5
2,125,313,2.95,4.51
2,288,209,2.23,4.44
3,175,156,2.01,4.52
5,508,64,0.96,4.33
2,248,89,1.01,4.67
1,50,217,2.85,4.89
1,159,124,1.88,4.73
2,113,206,1.86,4.71
1,72,456,5.15,4.92
3,108,9,0.1,4
3,308,87,1.07,4.57
2,110,109,1.12,4.53
3,226,162,1.68,4.26
1,35,124,1.44,4.81
4,306,43,0.71,4.65
1,171,557,5.7,4.73
1,160,196,2.14,4.66
4,468,44,0.62,4.8
1,189,101,1.95,4.72
1,38,49,0.65,4.52
1,47,88,1.22,4.5
2,235,203,2.3,4.64
2,180,163,1.86,4.76
2,80,376,3.69,4.84
3,161,44,0.41,4.58
2,167,55,0.44,4.44
3,286,203,2.2,4.76
1,40,62,0.56,4.83
1,133,15,0.2,4.54
4,460,193,1.83,4.82
3,287,92,1.18,4.73
3,181,106,1.08,4.45
3,242,209,2.75,4.56
6,366,82,1.3,4.7
1,55,20,0.32,4.75
3,130,3,0.04,5
3,304,43,0.62,4.51
1,40,221,2.44,4.81
2,90,16,0.14,4.88
1,131,237,3.05,4.81
1,66,11,0.15,4.27
2,210,78,1.03,4.58
1,58,137,1.95,4.8
1,39,256,2.48,4.61
4,398,120,1.31,4.49
1,40,259,3.1,4.19
1,46,59,0.9,4.85
1,24,12,0.18,4.83
2,154,50,0.47,4.5
2,133,249,2.4,4.84
4,495,119,1.36,4.98
3,127,68,0.91,4.5
1,126,37,0.42,4.11
1,42,21,0.23,4.71
2,146,45,0.46,4.33
1,207,72,0.82,4.25
3,204,7,0.09,4.86
2,227,47,0.46,4.62
1,252,64,0.61,4.25
1,30,29,0.36,4.79
2,236,81,1.14,4.24
3,295,155,1.5,4.73
2,128,68,0.67,4.11
1,70,7,0.1,3.71
2,169,75,1.03,4.33
1,91,307,4.36,4.73
1,70,169,2.23,4.91
2,300,115,1.11,4.57
1,62,235,3.19,4.68
3,273,123,1.6,4.78
1,51,74,1.14,4.35
7,386,82,0.9,4.63
2,280,180,1.95,4.56
3,280,53,0.68,4.87
1,89,7,0.08,4.6
2,219,59,0.65,4.95
1,157,70,0.5,4.19
1,32,95,1.47,4.6
2,69,8,0.11,4
4,458,80,1.19,4.48
2,169,268,3.86,4.64
4,368,109,0.97,4.42
1,61,206,2.78,4.33
3,110,38,0.89,4.87
3,184,226,2.92,4.82
1,127,314,2.75,4.85
2,201,122,1.4,4.5
3,210,152,1.33,4.77
1,35,23,0.26,4.87
4,283,473,4.22,4.78
2,216,50,0.74,4.58
2,454,9,0.13,4.88
3,137,262,2.71,4.95
3,182,109,1.49,4.49
1,20,5,0.1,4.8
1,41,131,1.33,4.45
1,339,9,0.24,4.89
1,50,93,1.21,4.42
2,115,22,0.3,4.81
1,36,87,1.26,4.67
1,28,20,0.27,4.68
3,221,2,0.02,5
2,64,4,0.08,4.5
1,18,9,0.15,5
4,284,38,0.54,4.59
3,200,66,0.77,4.8
1,75,266,3.42,4.79
3,240,5,0.04,5
3,250,5,0.1,4.4
2,210,406,4.43,4.74
1,50,84,1.15,4.72
1,40,57,0.5,4.91
3,99,21,0.25,4.38
3,192,94,1.07,4.21
5,201,47,0.47,4.77
2,169,289,2.92,4.76
1,185,74,0.87,4.66
1,257,102,1.78,4.46
2,276,37,0.49,4.58
2,161,25,0.25,4.46
1,43,10,0.12,4.4
2,203,292,3.05,4.86
1,85,202,2.35,4.79
2,247,96,1.13,4.57
1,36,31,0.42,4.81
1,18,8,0.11,4
1,140,14,0.21,4.75
1,60,185,2.14,4.74
2,210,69,1.02,4.16
3,314,1,0.02,4
2,313,34,0.38,4.41
2,183,136,1.9,4.84
2,127,17,0.17,4.31
1,56,256,2.6,4.85
2,133,31,0.33,4.58
3,156,135,1.7,4.37
2,183,277,3.05,4.81
4,247,123,1.42,4.46
2,139,138,1.83,4.37
2,252,128,1.21,4.77
1,190,91,0.99,4.53
2,159,208,2.24,4.9
2,115,31,0.24,4.82
2,170,1,0.02,4
2,157,65,0.51,4.77
2,192,92,1.02,4.75
1,155,148,1.22,4.68
7,360,57,0.51,4.07
2,156,137,1.81,4.81
2,174,301,2.63,4.82
2,192,100,1.27,4.28
4,315,66,0.6,4.14
1,250,86,0.94,4.42
1,54,184,2.48,4.47
1,99,168,1.67,4.88
1,153,80,0.73,4.34
2,202,76,0.9,4.43
3,281,82,0.91,4.72
1,178,283,2.98,4.82
1,53,490,4.17,4.2
2,177,83,0.91,4.76
3,281,53,0.57,4.6
4,289,173,1.8,4.64
3,161,99,0.85,4.5
2,120,1,0.01,5
3,183,133,1.77,4.72
2,195,55,0.82,4.69
3,83,71,0.82,4.49
1,51,211,2.67,4.29
1,50,11,0.13,4.09
4,491,32,0.42,4.53
1,101,113,1.61,4.22
1,123,204,2.98,4.65
4,612,61,0.94,4.7
2,104,169,1.4,4.64
2,140,200,1.97,4.79
2,333,155,1.5,4.96
1,30,443,5.81,4.8
2,300,47,0.58,4.85
1,172,82,1.24,4.46
3,321,78,0.92,4.52
2,300,42,0.47,4.81
4,504,132,1.34,4.92
3,53,1,0.02,5
3,333,127,1.61,4.54
1,46,214,2.43,4.36
2,121,70,0.75,4.5
2,284,142,1.71,4.31
2,167,143,1.94,4.78
2,160,239,3.01,4.26
3,298,42,0.31,4.5
3,273,62,0.6,4.69
1,40,123,1.76,4.39
2,109,23,0.3,4.48
1,35,16,0.22,4.69
2,129,6,0.08,4.83
1,50,94,2.18,4.78
1,65,43,0.65,4.74
2,115,132,1.45,4.43
2,130,492,3.89,4.65
1,18,64,0.92,4.52
2,197,106,1.42,4.62
3,248,129,1.32,4.42
3,320,366,3.35,4.7
3,142,74,0.66,4.33
1,53,319,3.87,4.8
2,110,38,0.38,4.97
1,58,191,2.69,4.79
2,250,9,0.11,4.29
4,790,67,0.88,4.96
2,264,27,0.31,4.85
2,120,74,0.82,4.91
2,181,23,0.23,4.52
2,231,127,1.79,4.34
4,51,25,0.22,4.29
1,42,59,0.79,4.53
2,80,14,0.2,4.64
1,75,383,5.09,4.58
4,254,112,1.24,4.71
2,65,9,0.16,4.56
1,191,37,0.7,4.65
2,175,278,3.22,4.6
4,145,2,0.03,4.5
3,675,14,0.22,4.25
2,160,130,1.69,4.82
1,183,503,5.98,4.68
2,169,270,2.33,4.8
2,126,309,3.08,4.82
2,86,364,3.13,4.54
3,141,181,2.39,4.4
2,194,18,0.2,4.11
8,1000,5,0.07,3.4
3,195,277,3.34,4.55
5,458,67,0.97,4.72
2,46,17,0.21,4.38
2,113,76,0.73,4.64
1,75,169,2.71,4.75
1,212,14,0.35,4.64
1,34,4,0.05,4
2,50,4,0.05,4
1,60,196,2.2,4.78
3,215,200,1.73,4.78
1,61,116,1.18,4.72
3,238,24,0.38,4.58
4,151,187,2.3,4.75
1,27,256,3.14,4.5
3,180,2,0.03,4.5
1,60,49,0.63,4.98
3,147,75,0.94,4.24
2,150,141,1.14,4.64
1,45,97,1.07,4.9
2,144,48,0.54,4.48
3,148,71,1.07,4.45
2,375,214,2.2,4.71
2,250,1,0.01,5
3,240,1,0.37,5
2,150,68,0.58,4.65
2,202,27,0.4,4.81
1,91,448,5.05,4.89
2,155,441,4.16,4.83
1,65,6,0.14,5
1,120,350,3.12,4.71
1,120,257,2.27,4.4
1,55,228,3.02,4.82
2,196,143,1.88,4.8
1,59,346,3.69,4.55
1,159,128,1.93,4.52
3,180,2,0.75,5
3,183,33,0.34,4.21
7,300,1,0.02,4
2,188,273,2.34,4.51
1,65,53,0.61,4.85
1,88,18,0.25,4.94
1,35,11,0.15,4.82
3,380,84,1.34,4.13
1,115,322,3.04,4.58
3,244,70,0.72,4.2
3,249,71,0.84,4.73
2,130,83,0.93,4.73
2,90,99,1.27,4.79
2,134,23,0.2,4.78
3,135,229,2.49,4.89
1,175,189,2.55,4.58
3,284,148,1.45,4.54
1,13,206,2.43,4.42
1,16,2,0.05,3
1,136,178,2.43,4.49
3,70,5,0.04,4.33
1,57,24,0.35,4.63
1,195,74,0.97,4.41
1,28,28,0.42,5
6,750,1,0.01,4
2,40,12,0.11,4.82
1,117,130,1.7,4.2
1,139,203,1.57,4.64
2,282,127,1.28,4.29
3,176,47,0.62,4.7
1,118,316,3.16,4.86
1,179,199,1.95,4.94
3,100,207,2.2,4.73
4,153,236,1.92,4.5
1,125,205,1.81,4.36
2,221,245,3.23,4.67
4,468,37,0.7,4.76
1,54,110,1.4,4.69
2,200,31,2.14,4.81
1,85,163,1.82,4.88
2,180,89,1,4.71
1,131,393,3.53,4.69
1,86,171,1.72,4.68
1,50,82,1.24,4.48
3,149,19,0.22,4.21
1,65,31,0.46,4.94
3,139,186,2.42,4.53
2,348,115,1.48,4.82
2,40,11,0.17,5
1,24,8,0.12,4.71
3,64,5,0.08,4.75
1,28,44,0.39,4.78
4,65,24,0.31,3.96
1,189,35,0.28,4.23
1,44,66,0.5,4.74
2,205,86,0.76,4.9
1,421,555,5.65,4.74
2,178,56,0.73,4.63
1,35,103,1.21,4.4
1,53,154,1.7,4.61
6,366,94,1.04,4.66
3,130,153,2.01,4.8
1,42,91,0.92,4.89
3,164,159,1.74,4.84
1,105,300,2.89,4.53
2,292,49,0.62,4.57
1,18,8,0.1,4.75
1,45,55,0.61,4.72
4,254,11,0.15,3.73
3,141,51,0.49,4.6
2,174,108,1.19,4.78
1,219,204,2.74,4.51
3,108,96,0.99,4.82
1,76,540,5.32,4.62
3,50,7,0.08,5
2,168,206,3.06,4.78
3,286,251,2.73,4.74
2,250,7,0.06,4.5
3,99,4,0.05,3.5
1,48,3,0.1,5
3,343,29,0.32,4.28
4,1000,36,0.46,4.86
3,138,156,2.47,4.72
1,35,170,2.09,4.89
1,84,149,2,4.95
1,50,211,2.13,4.71
1,42,13,0.2,4.92
2,180,108,1.42,4.8
3,140,214,2.15,4.3
5,425,232,2.4,4.7
1,200,25,0.25,4.72
2,210,50,0.69,4.66
2,393,86,0.91,4.86
1,150,142,1.63,4.72
1,25,241,2.85,4.43
2,215,108,1.7,4.62
4,221,62,0.84,4.32
1,35,32,0.36,4.87
1,84,233,3.32,4.66
2,134,13,0.17,4.54
2,180,29,0.38,4.41
1,84,153,2.16,4.44
2,150,109,0.99,4.93
1,120,283,2.72,4.93
3,193,99,0.81,4.65
1,230,62,0.82,4.64
3,47,18,0.22,4.17
2,224,63,0.84,4.71
3,133,16,0.18,4.29
2,159,233,2.29,4.63
2,111,300,2.42,4.55
3,348,87,1.35,4.45
2,150,249,2.9,4.85
3,314,88,1.24,4.22
2,117,122,1.61,4.96
4,254,9,0.11,3.67
2,90,348,3.52,4.86
2,98,158,1.73,4.6
2,65,53,0.59,4.39
5,471,68,0.76,4.63
3,400,404,3.79,4.92
1,299,26,0.4,4.73
2,225,33,0.4,4.72
1,122,4,0.07,4.25
3,270,236,2.32,4.78
4,150,128,0.94,4.48
3,431,5,0.07,4.2
1,70,401,3.24,4.71
1,256,252,2.42,4.84
3,333,113,1.75,4.4
1,55,132,1.78,4.77
1,302,99,1.11,4.71
3,220,69,0.68,4.19
1,51,69,0.87,4.84
3,151,58,0.57,4.61
3,231,4,0.04,4
1,81,167,1.88,4.64
3,150,102,1.01,4.05
1,43,61,0.62,4.44
1,26,1,0.01,5
1,209,466,4.46,4.82
2,247,308,3.4,4.82
1,194,176,1.58,4.76
1,50,204,2.31,4.69
2,99,9,0.21,4.78
3,344,104,0.77,4.48
3,396,10,0.15,4.5
1,40,129,0.97,4.6
2,275,48,0.38,4.61
2,95,68,1,4.52
3,174,48,0.76,4.29
2,143,178,1.74,4.63
1,127,281,3.16,4.36
1,210,50,0.69,4.62
5,50,21,0.26,4.6
2,115,148,1.77,4.49
1,189,164,1.91,4.81
3,227,295,2.67,4.65
1,30,122,1.81,4.92
2,296,117,1.17,4.39
3,129,211,2.3,4.55
1,95,4,0.05,4.5
2,270,102,1.46,4.16
1,66,325,2.6,4.77
2,109,644,6.29,4.86
2,454,53,0.83,4.6
1,43,1,0.02,5
2,109,88,0.81,4.68
4,176,223,2.17,4.56
1,154,125,1.27,4.48
1,188,243,2.3,4.78
1,33,20,0.2,5
2,219,62,1.3,4.79
1,160,2,0.06,3.5
2,457,4,0.05,5
1,231,90,0.9,4.91
2,200,306,2.46,4.8
1,212,11,0.24,4.45
1,58,8,0.11,4.13
2,295,56,0.77,4.75
3,211,228,2.62,4.81
2,280,62,0.79,4.52
3,163,55,0.42,4.51
1,227,122,1.85,4.65
1,181,247,2.94,4.57
3,250,3,0.03,4
2,173,3,0.1,3.67
1,299,44,0.44,4.48
5,790,36,0.47,4.86
1,151,131,1.43,4.63
2,128,2,0.03,4.5
3,224,26,0.22,4.6
3,187,75,0.63,4.6
3,71,1,1,1
2,352,106,1.39,4.79
1,85,23,0.32,4.48
1,134,233,2.62,4.78
2,180,168,2.06,4.83
1,60,28,0.38,4.75
1,103,150,1.33,4.64
3,125,95,0.94,4.49
2,272,6,0.07,3.6
2,278,12,0.13,4.92
1,32,27,0.41,4.93
1,200,93,0.67,4.74
1,136,174,1.99,4.41
1,139,85,0.86,4.76
3,330,14,0.23,4.57
1,203,46,0.66,4.89
3,250,18,0.21,4.72
1,126,212,2.08,4.92
2,45,2,0.03,5
1,138,233,3.14,4.57
7,570,51,0.77,4.25
2,110,230,1.92,4.79
2,100,180,2.13,4.72
5,351,209,1.9,4.37
1,84,272,3.26,4.81
1,35,130,1.46,4.63
1,29,1,0.3,3
2,453,4,0.06,5
1,57,2,0.14,5
3,215,59,0.58,4.29
3,179,223,2.25,4.86
3,154,240,2.08,4.46
1,437,188,2.36,4.63
2,149,181,2.58,4.63
3,163,51,0.8,4.62
3,147,97,1.19,4.27
2,260,316,3.44,4.69
1,48,60,0.75,4.77
2,232,34,0.45,4.5
1,154,15,0.19,4.54
1,239,60,0.91,4.72
2,157,129,1.17,4.56
1,84,8,3.38,4.5
5,298,187,2.41,4.73
1,83,2,0.33,2
2,356,37,0.41,5
1,81,101,1.33,4.97
1,44,25,0.19,4.79
1,103,500,4.64,4.76
3,90,18,0.21,4.17
3,432,114,1.43,4.73
2,196,229,2.34,4.96
1,20,6,0.08,4.67
2,409,57,0.9,4.54
1,53,22,0.28,4.73
3,225,92,1.38,4.14
1,30,4,0.05,4.25
6,366,109,1.72,4.63
5,737,12,1.22,4.75
6,297,19,1.38,4.32
4,604,16,0.33,4.81
1,52,72,0.79,4.63
2,174,117,1.44,4.78
2,122,350,4,4.73
3,138,150,1.81,4.66
1,43,24,0.33,4.58
4,346,98,0.87,4.5
1,176,99,1.48,4.6
1,84,155,1.52,4.26
2,84,419,4.22,4.72
3,160,121,1.29,4.91
3,205,230,2.73,4.38
3,150,256,3.06,4.73
2,92,291,3.18,4.58
1,23,65,0.83,4.58
3,479,192,2.65,4.78
1,127,90,1.37,4.86
3,53,3,0.07,5
3,405,93,1.46,4.41
1,35,41,0.5,4.53
3,139,51,0.51,4
1,44,136,1.52,4.28
4,170,76,1.07,4.41
1,42,68,0.79,4.65
3,128,284,3.14,4.56
2,88,352,3.12,4.33
3,209,26,0.28,4.29
1,59,136,1.38,4.84
3,100,145,1.05,4.6
3,220,74,1.02,4
1,51,23,4.89,4.22
1,39,205,2.27,4.33
1,129,12,0.19,4.75
2,347,23,0.29,4.35
4,240,56,0.82,4.42
4,231,133,1.72,4.64
2,110,411,3.63,4.57
1,29,1,0.01,5
2,246,113,1.14,4.87
2,202,53,0.64,4.38
2,156,526,4.27,4.87
3,129,182,1.57,4.78
3,163,393,3.33,4.79
1,59,249,2.96,4.83
2,107,25,0.29,4.76
3,210,158,2.1,4.95
1,138,204,2.5,4.83
3,136,54,0.54,4.3
3,273,106,1.04,4.68
3,250,1,0.01,5
2,99,166,1.63,4.63
1,134,47,0.53,4.62
4,158,128,1.21,4.69
2,155,598,5.66,4.82
1,245,155,1.77,4.37
4,172,60,0.69,4.58
2,130,255,3.53,4.65
2,195,123,1.73,4.51
3,140,199,2.72,4.31
4,433,27,0.43,4.63
2,85,7,0.09,5
3,175,190,2.38,4.66
2,336,33,0.29,4.61
2,200,4,0.05,3.5
1,56,268,2.38,4.65
4,433,40,0.35,4.38
5,703,11,0.12,4.82
1,71,170,1.46,4.8
1,225,75,0.81,4.56
3,213,136,1.75,4.7
5,393,251,2.33,4.44
3,330,52,0.75,4.44
2,187,523,5,4.82
1,65,121,1.2,4.79
2,126,172,2.06,4.55
3,10,21,0.23,4.3
4,1000,31,0.25,4.67
1,267,142,1.84,4.96
2,210,158,2.09,4.65
3,186,239,2.35,4.53
1,13,209,2.48,4.37
3,230,289,3.28,4.6
5,581,90,1.35,4.39
1,214,238,2.92,4.78
1,110,7,0.11,5
1,68,157,1.8,4.77
2,140,324,2.53,4.68
2,210,205,2.71,4.74
3,208,29,0.32,4.62
3,186,257,2.08,4.56
3,148,90,1.33,4.88
2,220,27,0.35,4.67
2,180,24,0.31,4.33
2,239,391,3.82,4.79
1,33,48,0.63,4.54
2,250,2,0.02,5
2,170,313,2.89,4.83
1,40,48,0.56,4.63
2,284,125,1.36,4.54
1,215,136,1.55,4.78
3,321,232,2.34,4.87
1,40,2,0.02,4
1,35,83,0.98,4.37
1,143,170,1.86,4.81
2,120,68,0.76,4.99
1,38,130,1.44,4.69
2,339,72,0.7,4.42
1,65,108,1.52,4.96
2,163,223,2.27,4.66
1,134,156,1.88,4.79
3,111,46,0.58,4.83
2,403,12,0.9,4.58
5,287,27,0.21,4.68
1,101,241,2.35,4.89
3,258,416,4.18,4.62
1,52,3,0.27,4
1,22,24,0.33,4.77
6,425,75,0.78,4.63
1,150,268,2.66,4.79
2,116,185,1.41,4.68
2,256,9,0.13,4.78
2,195,2,0.03,5
3,261,153,1.92,4.72
4,50,18,0.15,4.29
2,224,174,1.68,4.49
3,259,139,2.08,4.9
3,149,19,0.22,4.63
1,35,144,1.61,4.86
2,333,86,0.98,4.81
1,155,264,2.38,4.92
2,316,93,1.2,4.77
2,218,169,2.47,4.92
2,157,254,2.59,4.64
1,39,22,0.28,4.59
1,157,8,0.11,4.63
2,223,451,4.5,4.86
3,116,470,4.19,4.64
3,248,129,1.7,4.73
1,88,92,0.82,4.91
3,138,64,0.66,4.49
3,351,54,0.55,4.3
3,236,339,3.43,4.87
2,100,31,0.4,4.55
1,50,17,0.24,4.71
4,152,282,2.87,4.69
2,70,4,0.03,5
2,155,151,1.71,4.9
1,55,49,0.48,4.77
1,97,183,2.17,4.79
2,206,15,0.23,4.53
1,175,109,1.65,4.6
2,190,97,1.08,4.89
2,140,133,1.57,4.85
5,329,243,2.2,4.75
2,103,202,1.95,4.49
2,191,202,3,4.67
4,300,353,3.52,4.74
2,225,224,2.89,4.97
3,200,310,3.03,4.87
1,37,62,0.7,4.61
2,250,1,0.01,4
3,210,13,0.17,4.08
1,54,120,1.87,4.75
1,70,12,0.15,5
1,170,26,0.4,4.08
2,135,166,1.6,4.65
3,204,51,0.47,4.3
2,222,217,2.11,4.95
1,90,65,0.83,4.78
2,196,204,2.06,4.56
3,296,16,0.16,4.38
2,175,27,0.75,4.48
2,144,291,2.63,4.71
2,150,234,3.54,4.85
2,230,58,0.57,4.84
1,165,490,4.73,4.68
2,230,38,0.95,4.74
3,236,63,0.71,4.6
4,147,110,1.54,4.22
9,1300,1,0.23,5
2,130,302,2.6,4.79
2,231,21,0.28,4.95
1,27,36,0.57,4.97
2,225,42,0.44,4.45
1,85,142,1.51,4.73
3,62,121,1.54,4.71
4,450,21,0.19,4.65
3,407,354,2.85,4.93
1,110,531,4.56,4.76
1,180,16,0.2,4.44
1,135,6,0.68,3.67
4,291,3,0.03,4
2,135,54,0.59,4.71
5,336,262,3.16,4.75
2,98,110,0.9,4.11
2,145,3,0.04,4.67
3,229,216,2.2,4.69
2,65,61,0.84,4.62
1,68,34,0.53,4.79
1,35,17,0.26,4.75
3,264,5,0.06,5
3,320,400,4.17,4.87
2,141,267,2.61,4.94
4,226,319,3.39,4.31
4,49,2,0.04,3
3,292,80,1,4.83
1,20,28,0.32,4.58
2,210,86,1.1,4.72
1,180,45,1.21,4.4
2,189,56,0.52,4.24
1,50,74,1.1,4.04
1,59,31,0.34,4.83
1,55,8,0.06,4.33
2,76,214,1.69,4.47
2,177,59,0.7,4.58
3,479,60,0.74,4.65
2,257,57,0.61,4.82
2,156,103,1.16,4.51
1,168,320,3.13,4.86
1,242,108,1.49,4.87
2,213,383,4.8,4.79
2,149,374,3.44,4.64
3,143,375,4.51,4.86
1,37,16,0.22,4.67
1,31,352,2.69,4.52
2,156,143,1.49,4.86
3,330,8,0.1,4.38
1,30,14,0.14,4.93
4,267,158,1.36,4.71
2,93,310,3.05,4.51
2,119,372,2.98,4.68
3,263,109,1.33,4.62
2,187,18,0.31,4.06
2,153,48,0.68,4.35
3,434,21,0.21,4.85
